Product,Product Url,Img,Price,Old Price,Specs,Status
Laptop gaming ASUS TUF Gaming A15 FA507NU LP131W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-a15-fa507nu-lp131w,https://product.hstatic.net/200000722513/product/14c37b78bc34161b45a87_large_3c00edfcc07d4928b682a0f675620c81_1024x1024_4b66bbc6000e462d8fc9e5f7aec6ea34.png,22.990.000₫,29.490.000₫,"CPU: AMD Ryzen™ 5 7535HS Mobile Processor (6-core/12-thread, 16MB L3 cache, up to 4.5 GHz max boost)|| RAM: 16GB (2x8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 1TB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)+ AMD Radeon™ Navi2 Graphics, MUX Switch + NVIDIA® Advanced Optimus|| Màn hình: 15.6"" FHD (1920 x 1080) 16:9 IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC,  , G-Sync|| Cổng giao tiếp: 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.1 FRL1x COMBO audio jac1x Type C USB 4 support DisplayPort™ / G-SYNC|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming F15 FX507VV LP157W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-f15-fx507vv-lp157w,https://product.hstatic.net/200000722513/product/ava_cfd3f083234b42eb9dc55e6c1626e385.png,30.490.000₫,37.490.000₫,"CPU: Intel® Core™ i7-13620H Processor 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)|| RAM: 16GB (8x2) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Up to 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, 75.35% Adobe RGB, G-Sync|| Cổng giao tiếp: 1x Thunderbolt™ 4 support DisplayPort™1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ45 LAN port1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack|| Audio: 2-speaker system, Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard RGB|| Chuẩn LAN: 10/100/1000/Gigabits Base T|| Chuẩn WIFI: 802.11AX (2X2)|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHr|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix G18 G814JIR N6007W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-g18-g814jir-n6007w,https://product.hstatic.net/200000722513/product/n6063w_ddee499691624d5db7ef4065910938cd_1024x1024_777bf053ea9a4602b184c9862ae2cd3d.png,60.990.000₫,70.990.000₫,"CPU: Intel® Core™ i9 Processor 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)|| RAM: 32GB (2x16GB) DDR5 4800Mhz (2 khe cắm nâng cấp tối đa 32GB) || Ổ lưu trữ: 1TB PCIe® 4.0 NVMe™ M.2 Performance SSD (Còn trống 1 khe M.2 PCIe Gen4x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 Laptop GPU 8GB GDDR6ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 18"" QHD+ 16:10 (2560 x 1600, WQXGA), IPS-level, 240Hz 3ms, Anti-glare display, DCI-P3:100%, Pantone Validated, ROG Nebula Display|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Audio: Smart Amp TechnologyDolby Atmos|| LAN: 10/100/1000/2500 Mbps|| Wifi: Wi-Fi 6E (802.11ax) (Triple band) 2*2|| Bluetooth: Bluetooth 5.2 (Dual band) 2*2|| Webcam: 720P HD Camera|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 3.0 Kg|| Màu sắc: Eclipse Gray|| Kích thước: 39.9 x 29.4 x 2.31 ~ 3.08 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix SCAR 16 G634JZR NM009W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-scar-16-g634jzr-nm009w,https://product.hstatic.net/200000722513/product/ava_41f9108b82e444429a819429f42796fd.png,98.990.000₫,110.000.000₫,"CPU: Intel® Core™ i9-14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)|| RAM: 64GB (2x32GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)|| Ổ Cứng: 2TB PCIe® 4.0 NVMe™ M.2 Performance SSD (Còn trống 1 khe M.2 PCIe Gen4x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4080 12GB GDDR6ROG Boost: 2330MHz* at 175W (2280MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)|| Cổng kết nối: 1x 3.5mm Combo Audio Jack1x HDMI 2.1 FRL1x Thunderbolt™ 4 support DisplayPort™ / G-SYNC1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 2 Type-A1x 2.5G LAN port|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Audio: Dolby Atmos, Hi-Res certification, Smart Amp Technology, AI noise-canceling technology|| Lan: 10/100/1000/2500 Mbps|| Wifi + Bluetooth: Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.65 kg|| Màu sắc: Off Black|| Kích thước: 35.4 x 26.4 x 2.26 ~ 3.04 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix SCAR 18 G834JYR R6011W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-scar-18-g834jyr-r6011w,https://product.hstatic.net/200000722513/product/ava_99e875dae6fc4e908edcb725eddcf497.png,117.990.000₫,130.000.000₫,"CPU: Intel® Core™ i9-14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)|| RAM: 64GB (2x32GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)|| Ổ Cứng: 2TB PCIe® 4.0 NVMe™ M.2 Performance SSD (Còn trống 1 khe M.2 PCIe Gen4x4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4090 16GB GDDR6ROG Boost: 2090MHz* at 175W (2040MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)|| Cổng kết nối: 1x 3.5mm Combo Audio Jack1x HDMI 2.1 FRL2x USB 3.2 Gen 2 Type-A1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC1x 2.5G LAN port1x Thunderbolt™ 4 support DisplayPort™ / G-SYNC|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Audio: Dolby Atmos, Hi-Res certification, Smart Amp Technology, AI noise-canceling technology|| Lan: 10/100/1000 Base T|| Wifi + Bluetooth: Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 3.1 kg|| Màu sắc: Off Black|| Kích thước: 39.9 x 29.4 x 2.31 ~ 3.08 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF F15 FX507ZC4 HN074W,https://gearvn.com/products/laptop-gaming-asus-tuf-f15-fx507zc4-hn074w,https://product.hstatic.net/200000722513/product/hn074w-final_d1f17cfe60c0443e9bb78a02fa874a21_large_50e5daebd00147d7959f5decd617b193.png,19.490.000₫,25.990.000₫,"CPU: Intel® Core™ i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 12 cores: 4 P-cores and 8 E-cores)|| RAM: 8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB RAM)|| Ổ cứng: 512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA GeForce RTX 3050 4GB GDDR6, Up to 1790MHz* at 95W (1740MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost) + MUX Switch + Optimus|| Màn hình: 15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 62.5% sRGB|| Cổng giao tiếp: 1x Thunderbolt 4 support DisplayPort1x USB 3.2 Gen 2 Type-C support DisplayPort™ / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.1 TMDS1x COMBO audio jack|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 56WHr|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming F15 FX506HF HN078W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-f15-fx506hf-hn078w,https://product.hstatic.net/200000722513/product/laptop-gaming-asus-tuf-gaming-f15-fx506hf-hn078w-1_e0e467a8ad42487f8b4ec6a10a79f697.png,17.490.000₫,20.990.000₫,"CPU: Intel® Core™ i5-11260H Processor 2.9 GHz (12M Cache, up to 4.4 GHz, 6 Cores)|| RAM: 16GB (2x8GB) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB SSD M.2 PCIE G3X2, 1x slot M.2|| Card đồ họa: NVIDIA® GeForce RTX™ 2050 Laptop GPU|| Màn hình: 15.6-inch FHD (1920 x 1080) 16:9, 144Hz, Value IPS-level, 250nits, 45% NTSC, 62.5% sRGB, Anti-glare display, Adaptive-Sync|| Cổng giao tiếp: 1x RJ45 LAN port1x Thunderbolt™ 4 support DisplayPort™3x USB 3.2 Gen 1 Type-A1x HDMI 2.0b1x 3.5mm Combo Audio Jack|| Bàn phím: Backlit Chiclet Keyboard RGB|| Chuẩn LAN: 10/100/1000/Gigabits Base T|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 48WHrs, 3S1P, 3-cell Li-ion|| Trọng lượng: 2.3 kg|| Màu sắc: Graphite Black|| Kích thước: 35.9 x 25.6 x 2.28 ~ 2.45 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming A16 FA617NS N3486W Advantage Edition,https://gearvn.com/products/laptop-gaming-asus-tuf-fa617ns-n3486w,https://product.hstatic.net/200000722513/product/as_679637a1b598452bbfcdd4507b418566.png,26.490.000₫,32.990.000₫,"CPU: AMD Ryzen™ 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)|| RAM: 8GB DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (Còn trống 1 khe SSD M.2 PCIE Gen4x4)|| Card đồ họa: AMD Radeon™ RX 7600S 8GB GDDR6, up to 95W(SmartShift)|| Màn hình: 16"" WUXGA (1920 x 1200) 16:10 IPS, 165Hz/7ms, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, 75.35% Adobe RGB, FreeSync Premium|| Cổng giao tiếp: 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery1x USB 3.2 Gen 2 Type-C support DisplayPort™2x USB 3.2 Gen 1 Type-A1x RJ45 LAN port1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard Single Light|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.2 kg|| Màu sắc: Sandstorm|| Kích thước: 35.5 x 25.2 x 2.21 ~ 2.68 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix G16 G614JU N3135W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-g16-g614ju-n3135w,https://product.hstatic.net/200000722513/product/rog-strix-g16_ff3fd7c6cbf040c4a9b15bc3d6d0071e_large_9462979e47864e3895800ac491f7d820.png,30.990.000₫,39.990.000₫,"CPU: Intel® Core™ i5-13450HX Processor 2.4 GHz (20M  Cache, up to 4.6 GHz, 10 cores: 6 P-cores and 4 E-cores)|| RAM: 8GB (1x8GB) DDR5 4800MHz  (2x slots, up to 32GB)|| Ổ lưu trữ: 512GB M.2 NVMe PCIe 4.0 SSD (Trống 1 slot M.2 NVMe)|| Card đồ họa: NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6,MUX Switch + Optimus, ROG Boost: 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 16 inch FHD+ 16:10 (1920 x 1200, WUXGA), IPS Non-Glare, NanoEdge, 165Hz, Adaptive-Sync, 100% sRGB, 250 nits|| Bàn phím: Backlit Chiclet Keyboard 4-Zone RGB|| Audio: 2-speaker system with Smart Amplifier Technology|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000 Mbps|| Kết nối không dây: Wi-Fi 6E(802.11ax)|| Bluetooth: Bluetooth 5.2 (Dual band) 2*2|| Webcam: 720P HD camera|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 2.5 kg|| Màu sắc: Eclipse Gray|| Kích thước: 35.4 x 26.4 x 2.26 ~ 3.04 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix SCAR 15 G533ZS LN036W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-scar-15-g533zs-ln036w,https://product.hstatic.net/200000722513/product/ln036w_e3fcc2ce52504748a704d4f7f05bebc4_2e8d73ea9c734e4cbbc5261ea753bda9.png,54.990.000₫,80.990.000₫,"CPU: Intel Core i9-12900H 2.5 GHz (24M Cache, up to 5.0 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 32GB (16GBx2) DDR5 4800MHz (2x SO-DIMM socket, up to 64GB SDRAM)|| Ổ cứng: 2TB M.2 NVMe PCIe 4.0 SSD|| Card đồ họa: NVIDIA GeForce RTX 3080 8GB GDDR6 + MUX SwitchROG Boost: 1595MHz at 150W (1545MHz Boost Clock+50MHz OC, 125W+25W Dynamic Boost)|| Màn hình: 15.6 inch WQHD (2560 x 1440) 16:9, IPS Non-Glare, NanoEdge, DCI-P3:100.00%, 300nits, 240Hz/3ms, Adaptive-Sync|| Bàn phím: Per-Key RGB|| Audio: 4-speaker system with Smart Amplifier Technology, Dolby Atmos|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000/2500 Mbps|| Kết nối không dây: Intel 802.11ax (2x2) Wi-Fi 6 (Gig+), Bluetooth v5.1|| Webcam: None|| Cổng giao tiếp: 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC1x Thunderbolt 4 support DisplayPort2x USB 3.2 Gen 2 Type-A1x 2.5G LAN port1x 3.5mm Combo Audio Jack1x HDMI 2.1|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 2.3 kg|| Kích thước: 35.4 x 25.9 x 2.26 ~ 2.72 (cm)|| Màu sắc: Scar Gunmetal|| Bảo mật: None",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming A15 FA507NV LP046W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-a15-fa507nv-lp046w,https://product.hstatic.net/200000722513/product/lp520w_dfddfcf4a46d43e4b82391209328e195.png,25.990.000₫,33.990.000₫,"CPU: AMD Ryzen™ 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)|| RAM: 8GB DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) + AMD Radeon™ Navi2 Graphics, MUX Switch + NVIDIA® Advanced Optimus|| Màn hình: 15.6"" FHD (1920 x 1080) 16:9 IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, G-Sync|| Cổng giao tiếp: 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC 2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.1 FRL1x COMBO audio jack1x Type C USB 4 support DisplayPort™ / G-SYNC|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Strix SCAR 18 G834JY N6039W,https://gearvn.com/products/laptop-gaming-asus-rog-strix-scar-18-g834jy-n6039w,https://product.hstatic.net/200000722513/product/n6039w_ba9e64f75726406789f478d41e2122c1.png,101.990.000₫,125.000.000₫,"CPU: Intel® Core™ i9-13980HX Processor 2.2 GHz (36M  Cache, up to 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)|| RAM: 64GB (32GB*2) DDR5-4800Mhz (2 khe, tối đa 64GB)|| Ổ Cứng: 2TB M.2 NVMe™ PCIe® 4.0 SSD (2 slots)|| Card đồ họa: NVIDIA® GeForce RTX™ 4090 16GB GDDR6ROG Boost: 2090MHz* at 175W (2040MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)|| Cổng giao tiếp: 1x RJ45 LAN port1x Thunderbolt™ 4 support DisplayPort™1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC2x USB 3.2 Gen 1 Type-A1x 3.5mm Combo Audio Jack""1x HDMI 2.1 FRL|| Bàn phím: Backlit Chiclet Keyboard Per-Key RGB|| Audio: Dolby Atmos, Hi-Res certification, Smart Amp Technology, AI noise-canceling technology|| Đọc thẻ nhớ: None|| Kết nối có dây (LAN): 10/100/1000 Base T|| Kết nối không dây: Wi-Fi 6E(802.11ax)+Bluetooth 5.2|| Webcam: 720p HD Camera|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs|| Trọng lượng: 3.1 kg|| Màu sắc: Black|| Kích thước: 39.9 x 29.4 x 2.31 ~ 3.08 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-f15-fx507zv4-lp042w,https://product.hstatic.net/200000722513/product/lp041w_0276dd428dfa4cd09681a58cb69dac71.png,28.990.000₫,37.490.000₫,"CPU: Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 16GB (2 x 8GB) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6 , 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) + Intel® Iris Xe Graphics, MUX Switch + NVIDIA® Advanced Optimus|| Màn hình: 15.6 inch FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Anti-Glare with 72% NTSC, 100% sRGB|| Cổng giao tiếp: 1x Thunderbolt 4 support DisplayPort1x USB 3.2 Gen 2 Type-C support DisplayPort™ / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.1 FRL1x COMBO audio jack|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: 802.11AX (2X2)|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS TUF Gaming A15 FA507XI LP420W,https://gearvn.com/products/laptop-gaming-asus-tuf-gaming-a15-fa507xi-lp420w,https://product.hstatic.net/200000722513/product/4a46d43e4b82391209328e195_large_7fa59a1a8ef14c37b78bc34161b45a87_large_3fde5b7b365d412185c9638dd2a0068c.png,34.990.000₫,46.990.000₫,"CPU: AMD Ryzen™ 9 7940HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 5.2 GHz max boost)|| RAM: 8GB DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIE)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 Laptop GPU 8GB GDDR6, 2225MHz* at140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) + AMD Radeon™ Navi3 Graphics|| Màn hình: 15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB|| Cổng giao tiếp: 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC1x Type C USB 4 support DisplayPort™ / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ-45 LAN1x HDMI 2.1 FRL1x COMBO audio jack|| Audio: Dolby Atmos|| Bàn phím: Backlit Chiclet Keyboard 1-Zone RGB|| Chuẩn LAN: 10/100/1000 Mbps|| Chuẩn WIFI: Wi-Fi 6(802.11ax) (Dual band) 2*2|| Bluetooth: v5.2|| Webcam: HD 720p|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.2 kg|| Màu sắc: Jaeger Gray|| Kích thước: 35.4 x 25.1 x 2.24 ~ 2.49 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
Laptop gaming ASUS ROG Zephyrus M16 GU604VI NM779W,https://gearvn.com/products/laptop-gaming-asus-rog-zephyrus-m16-gu604vi-nm779w,https://product.hstatic.net/200000722513/product/nm779w_2b2a67219c7a4155bae51a4fbef1455a.png,64.990.000₫,80.990.000₫,"CPU: Intel® Core™ i9-13900H Processor 2.6 GHz (24M Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)|| RAM: 32GB DDR5-4800Mhz SO-DIMM (16GB x 2) Upto max 64GB.|| Ổ cứng: 1TB M.2 NVMe™ PCIe® 4.0 SSD (2 Slots)|| Card đồ họa: NVIDIA® GeForce RTX™ 4070 Laptop GPU 8GB GDDR6  + MUX SwitchROG Boost: 2030MHz* at 140W (1980MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)|| Màn hình: 16-inch QHD+ 16:10 (2560 x 1600, WQXGA), Mini LED, màn hình chống chói, 100%, 240Hz, 3ms, 1200 nits, DCI-P3 100%, Pantone Validated, ROG Nebula HDR Display|| Cổng giao tiếp: 1x Thunderbolt™ 4 support DisplayPort™ / power delivery1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery2x USB 3.2 Gen 2 Type-A1x card reader (microSD) (UHS-II, 312MB/s)1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack|| Audio: 2x 2W dual-force woofer with Smart Amp Technology2x 2W tweeter|| Chuẩn WIFI: Wi-Fi 6E(802.11ax)|| Bluetooth: Bluetooth 5.2 (Băng tần kép) 2 * 2|| Hệ điều hành: Windows 11 Home|| Pin: 90WHrs, 4S1P, 4-cell Li-ion|| Trọng lượng: 2.10 Kg|| Màu sắc: Off Black|| Kích thước: 35.5 x 24.6 x 1.99 ~ 2.23 cm",MUA NGAYGiao tận nơi hoặc nhận tại cửa hàng
